product_id,product_name,product_url,reviewer_name,rating,sentiment,confidence,score,roberta_label,method,title,review_text,date,verified_purchase,helpful_count
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.7878,0.5,neutral,roberta,"Third Revision of Khaki 510's, The only pair of 510's that I had to return","I've had 3 pairs of the 510 khakis, all three have been different. This current revision different then the other 510, I'm normally a 31-32, I got them in with another pair of black 510s that fit perfectly like they usually do. The rise was WAY higher then normal and the waste was closer to a 29/30 and the inseam is much shorter then it should be. Ordering a 32-34 to see if it fits right...",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.4824,0.5,neutral,roberta,Not too impressed smaller size please,[This review was collected as part of a promotion.] The fit is ok just the bottom part of jeans gave me a bit more room than I thought I would have so it kinda looked like bell bottoms and NO NOT LIKE STACKED JEANS REAL BELL BOTTOMS,,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.5376,0.5,neutral,roberta,Not strectchy,I bought some 510s in store that were actually stretchy so that I could bike in them and be active in them. These are just a normal pair of tight jeans that I cannot move freely in. Why does it say stretchy if they are not?,,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.5629,0.5,neutral,roberta,Mom jeans,"What happened to the old Levis 510 ? (98% cotton 2% spandex. i had several pairs and got many compliments on them. The jeans sold here are 92% cotton 7% elastic and 2% spandex. They are baggy in the crotch and a thinner (mom jean) stretch material. i have donated my recent purchase to charity. i have resorted to looking on E-Bay for the 98% cotton formula. Levis........ PLEASE bring them back , they were the perfect jean.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.4414,0.5,neutral,roberta,"Not like the original 510, circa 2008-10","The Levi's 510 happen to be my most favorite and irreplaceable fitting, cut, and style of jean. When they first got released, I bought most cuts and colors: black denim, blue denim/ gold inner, plum, etc. With the recent releases, I've noticed that not only has manufactured jeans become inconsistent in listed sizes across all retailers, but the fitting has also changed drastically. Although the thigh has stayed tight, the leg not longer fits skinny, and the ankle taper is horrible and awkward. I've clinged on to my now diminishing pairs of original 610s. The ones you had to break in because they were so tight! For those complaining about the 510 now, these Jeans are branded super skinny, not skinny, slim, and straight fit. Well now, they might as well be.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.5014,0.5,neutral,roberta,Not Skinny,"As a lot of other reviews have said, Levi's drastically changed the fit of the 510 jeans. I have 2 pairs that are about 2 years old and those fit exactly how I need them to (wearing 28x30 jeans and finding a pair that fit me well is not an easy task). When I ordered a new pair (Jet Black) in April after having finally worn through my old ones, I was really disappointed to see how loose the pants were. They're a ""slim"" fit at best, and will no longer be my go-to for new jeans.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.4549,0.5,neutral,roberta,VERY comfortable,"These may be skinny jeans, but, probably because of the mix of materials, they are not tight, but rather very comfortable (however, if you are looking for truly skinny jeans, these may not be for you). I only wish there were more 510's in different shades of blue that had the same mix of materials in them.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.4009,0.5,neutral,roberta,"It's okay, waists come big though.","I bought Super Skinny 510™ Jeans - Rigid Grey and those were awesome. But this one came out so much bigger. It doesn't really look like the picture. And I HAVE to wear belts even though i wear 32's.(I bought waste 32) I should've bought waist 31 or 30 I wouldve been fine, I'm pretty much putting this in my closet or giving it to my friend because it's not giving me a pretty fit. if the size is right, it's awesome. but wrong size? ur not gonna have the ""pretty"" fit that you're looking for.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.4997,0.5,neutral,roberta,Small waist and little stretch,"The tightness of the 510 jeans varies slightly from color to color and these definitely run on the tighter side. The color is beautiful, definitely darker and more ""rigid"" looking than the rigid stretch model. These would fade nicely if you wore them for a while without washing. However, the waist on these runs very small. I wear a waist size 31 in the rigid stretch model, but both the 31 and 32 waists were too small for me in this style. I am unsure if the waist will stretch out some, because then the 32 would fit me fine. I don't think I am willing to risk that though. The more pressing issue is the lack of stretch. That tag reads 1% elastane, but it is very hard to move around in these. I could not lift my leg up very far at all. They seem significantly less stretchy than the rigid stretch model these seem to be replacing. Overall I love the color, but I do not like the lack of mobility.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.5692,0.5,neutral,roberta,Theres a trick to these jeans...,"So ive always bought the original 510 skinnys back in the late 2000s and i guess u guys changed the fit... at first these new jeans fit good and with wear they become very loose, not skinny at all, but after its 2-3 wash and drys in the dryer they shrink and become tight and stay tight. So dont get discouraged! They're definitely not like the original 510s but theyre not that bad after the few washes. Then they look and fit like true skinnys.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.4933,0.5,neutral,roberta,Dude...,"So the Jet fit a bit below where the Rigid Stretch does in terms of how they wear, however they aren't uncomfortable. (It's possible when you've been wearing the Rigid Stretch for years that you'll just so happen to notice the slight difference). Regardless they are phenominal. The Color is black indeed, not the typical 'Well it was described as black'. And they're Levi's, what more cuold you ask for? Wash in Cold Water and Hang Dry, they'll feel brand new every time.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.5765,0.5,neutral,roberta,Exactly as expected,"I was worried about buying these jeans because of the change Levi's made in the fit. I went ahead and bought them anyways despite the reviews. I have three pairs of 510's, and to my surprise, this pair fit in the legs and waist exactly the same as the others. HOWEVER the rise in these jeans are WAY off from the other pairs of 510's I own. The rise is 1 - 1 1/2 inches lower (as pictured) and looks COMPLETELY off when worn with a tucked-in shirt. That being said, these jeans are still Levi's quality, and I wear them every day.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.562,0.5,neutral,roberta,Fits very small and no stretch,"I bought a pair of 32x32 jeans but they fit a couple sizes small. I have the same model 32x32 510™ Skinny Fit Advanced Stretch Jeans and they fit perfectly. There is even some room around waist. Both pairs are also made from 99% cotton and 1% elastane, but these do not have any stretch. I cannot even put these on because they are very tight on calves and around waist. I do not understand how it can be so much different. Completely disappointed and I cannot return back as I bought them online while away.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.558,0.5,neutral,roberta,Could be better,"These jeans are O.K, it depends on what your looking for. The rise of the waist is pretty high compared to most skinny jeans that you'd find at the various skate stores at the mall. This is really the only downfall of these pants, if you dont wear them all the way up on the waist, and try to sag them even a little, they no longer are skinny jeans and turn into straight fit even a slightly baggy fit at the thighs (Though maybe ordering a size smaller might fix this problem, try before you buy!). So it really depends how you wear your jeans. The material is more along the lines of trousers/regular pants as opposed to jeans, again this is good or bad depending on what you want.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.468,0.5,neutral,roberta,Nice but needed more,I thought to 2 holes on the knees were plain so I distressed it more and added a few holes and patched it underneath,,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.4332,0.5,neutral,roberta,Nice Fit. Fabric A Bit Too Heavy.,"The fabric of these jeans is a little heavier than I prefer, so they aren't as comfortable as my regular 510s. They do look nice, though. Perhaps they'll grow softer with age.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.4947,0.5,neutral,roberta,Shopping was confusing,"I didn't know there was such thing as Levi's premium distinction other than the price. Hard to find my size, however I got them fitted. So not too bad. The do fit a bit wider than my other same size jeans",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.5342,0.5,neutral,roberta,Waist runs small and has little stretch.,"The quality of the jeans are fine. It just the inconsistent fit of the waist. The legs are what I was looking for in a skinny, but the waist I couldn't even button and had no stretch.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.5276,0.5,neutral,roberta,More like heavy denim yoga pants,"My usual 510 size is 32 W, 29 L. With these flexi-stretchy 510, I could have gone for a 30 W. The lower calf's cling, so it's like wearing a wet heavy clingy thing all day. Not for me.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.4503,0.5,neutral,roberta,Smart Feature,"The dropped crotch is a smart feature. I don't understand all the complaints because it's there for your benefit, especially in a seated position. Without that added room, you're basically wearing a pair of women's jeans.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.5425,0.5,neutral,roberta,Inseam too short.,"I wear a 30x32 im 5'9 and these fit like 30 inseams. Theyre highwater, or the jeans r super low rise, one or the other, either way, go up a length in inseam",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.4318,0.5,neutral,roberta,Not the same skinny jeans,Ordered 510 skinny in the past and loved them . Just ordered like 6 pairs to stock up for work and the fit is way different than the past very disappointed same style of jean but they went different on the fit,,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.532,0.5,neutral,roberta,A lot different than I expected it to be,"I fit 33"" waistline as my other orders I can wear perfectly fine at the same size. This one was wayyyy too tight and putting them on felt like I was wearing tight skinny jeans.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.4564,0.5,neutral,roberta,A Little Too Tight,"These pants fit great around the waist but are a bit too tight, but the stretching kind of makes up for that.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.6298,0.5,neutral,roberta,Size down,For the jet colored levi's i suggest you size down one size. Because i got my actual size and it was to big,,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.5282,0.5,neutral,roberta,Bit too stiff,DSTLD skinny jeans are more flexible. I couldn't swing my legs around to get on my road bike in these Levi's jeans.,,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.4104,0.5,neutral,roberta,Decent jeans,"These jeans look great when standing. Not as comfortable when sitting. They tend to press on the thighs near the knees, and the groin has zero room. I am average sized and I get pinched often.",,False,0
803706326,,https://www.walmart.com/ip/Levi-s-Men-s-510-Skinny-Fit-Jeans/803706326?utm_source=chatgpt.com,Anonymous,,neutral,0.5499,0.5,neutral,roberta,Fits well through calves but small for my thighs,The jeans fit well around my lower leg but I wish I had more room around my thighs and male area.,,False,0
13714611076,,https://www.walmart.com/ip/Tasty-Bite-All-Natural-Mediterranean-Plant-Based-Protein-Bowl-Shelf-Stable-8-8-oz/13714611076?utm_source=chatgpt.com,Anonymous,,neutral,0.4554,0.5,neutral,roberta,Mexican style is missing jalapeños!,"It's smaller than I expected and I have taken a picture of it with a small lollipop so you guys can have the idea of its size. Taste is okay, I expected the dressing to be spicy with a hint of jalapeños but it actually has a little sweet taste so I added my own hot sauce and then it tasted better.",,False,0
13714611076,,https://www.walmart.com/ip/Tasty-Bite-All-Natural-Mediterranean-Plant-Based-Protein-Bowl-Shelf-Stable-8-8-oz/13714611076?utm_source=chatgpt.com,Anonymous,,neutral,0.5945,0.5,neutral,roberta,Chana Masala Bowl,add a big cleaned leaf of chard for a more balanced microwave meal,,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.5262,0.5,neutral,roberta,One Smooth U Posture Boost,"This would be a nicer bra if it had a different type of fastener rather than the hooks/eyes that are difficult to work with, especially if someone has any type of hand or wrist problems. Also, why is it that so many front hook bras are made with the posture feature? Manufacturers seem to think anyone who needs a front hook bra has posture issues, when in reality it's often shoulder, wrist and/or hand issues.",,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.3594,0.5,neutral,roberta,,"I like front closure bras, but this bra is hard to work with and hook closed or open. I runs small in width .I usually wear a 38C, got a 40C in this Bali bra. The cup size was perfect. The straps are not adjustable, but these straps fit me very well. Got the only color available. Pretty good support. 179",,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.5028,0.5,neutral,roberta,,The only times the underwires weren't digging in was when I was standing. The back was nice and smooth but I won't buy again.,,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.5278,0.5,neutral,roberta,,too small order bigger like 2 to 3 sizes bigger feels comfy looks cheap due to no adjustments availability very difficulty to close front closer hook n eyes.,,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.5405,0.5,neutral,roberta,Just an ok bra,This bra is ok. The front closure doesn't stay closed all the time. Don't dry these bras because the seams come apart since they are put together with some sticky stuff.,,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.4986,0.5,neutral,roberta,"Getting the right size is key, and not easy","I hesitated on getting this because I saw reviews that said it ran small and I needed the largest size. I gave it a shot because it was on sale. If you get the right size, it is actually pretty comfortable. Unfortunately, getting the right size is a trial and error deal. I normally wear 44D and that one was so big it was neither supportive or attractive--it really gapped at the sides. Also, I ordered the special offer of 3 bras and then was mysteriously informed that only black was available and they canceled the beige. It worked out, since the black didn't fit and I would have been stuck with 3 bad bras, but if they had fit I would have been unhappy that I was able to order something that I was told a week later wasn't really available. I tried again, going down to a 42D and that was better (and available in beige). Still a little bit prone to sticking out on the sides--the cups aren't quite cut to fit right at the very outside and the underwire doesn't pull them in enough. Maybe if you're not overweight, getting all of those hooks together in the front is easier, but I find it a little challenging, and sometimes they pop open (not all, but the top one or two will pop depending on what I'm doing). Overall it's more comfortable than a sports bra (that just squishes everything, this is an real bra), and the straps don't dig like a traditional bra. I can't honestly say if it's doing anything for my posture, but I think it is a bit smoother all around than my traditional bras.",,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.4663,0.5,neutral,roberta,One little issue...,"Really comfortable, good support, especially in back, but the underwire popped through one side after one week of wear. I'm going to try sewing over the little hole it came out of, and see if it stays put. I was considering buying another one, as I liked it so much, but I will hold off until I see how well the repair works.",,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.6516,0.5,neutral,roberta,Bra,When you have old big breast you have to have special straps to help hold them up and I have yet to find a minamizer bra at Bali,,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.639,0.5,neutral,roberta,Trying something new,"This is the first time for me to wear this style. I recently suffered a rib injury and this helped stabllize my ribs and back. This style did not come in my usual size so I went up a band size,",,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.6271,0.5,neutral,roberta,Posture bra,"For the mpst part, this feels as comfy as a sports bra, but the clasps in the front are difficult, esp with a bad thumb and they tend to roll under just enough at the bottom to rub skin at times.",,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.5038,0.5,neutral,roberta,Medieval Torture Device,Whalebone corsets were easier to fasten than this thing--and more comfortable. Once I wore it for a few hours I would have confessed to heresy just to get out of it.,,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.7116,0.5,neutral,roberta,Front closure bra,"I'm 5'5"". I found the shoulder to band length a little short. A few inches extra with an adjustment would have made all the difference.",,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.5064,0.5,neutral,roberta,Easy On and Off,"Comfortable, easy to put on. The hooks in the front keep coming undone on one of the two I ordered - both same style.",,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.4998,0.5,neutral,roberta,Smaller than expected,Felt a bit small but like the idea of it and the back. If I purchased again I would go a size bigger,,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.7976,0.5,neutral,roberta,Smooth U Posture Boost,The front hooks don't stay hooked,,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.5118,0.5,neutral,roberta,Makes you look enough,"Adds the appearance of about two bra sizes, which I don't need.",,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.3935,0.5,neutral,roberta,Good but…,I'm sure this is a good bra for posture but just too confining for me.,,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.7198,0.5,neutral,roberta,Mrs.,They are comfortable except they won't stay hooked,,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.5458,0.5,neutral,roberta,Front close bra,I found that the back rode up on me. Not sure why but otheteise i like it.,,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.6657,0.5,neutral,roberta,New tricks.,Learning to use the front closure. Like the firm control.,,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.7347,0.5,neutral,roberta,In front Hooks,It's comfortable and supportive but the hooks in front won't stay clipped,,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.6477,0.5,neutral,roberta,Fit,I bought the 36DD which is extremely tight in comparison to the 34DD I bought in two other styles.,,False,0
931979184,,https://www.walmart.com/ip/Bali-One-Smooth-U-Posture-Boost-With-EverSmooth-Back-Underwire-Bra-Black-38DD-Women-s/931979184?utm_source=chatgpt.com,Anonymous,,neutral,0.5392,0.5,neutral,roberta,Cup size seems very small,"The cup size seemed much smaller than most brands, and with other styles of Bali bras.",,False,0
596359335,,https://www.walmart.com/ip/Wal-mart-Bakery-8-Ct-French-Steak-Rolls/596359335?utm_source=chatgpt.com,Anonymous,,neutral,0.5398,0.5,neutral,roberta,Freshness date short,"This was a replacement, which was fine. I picked my order up on the 25th %26 the rolls were dates for the 26th. I needed to freeze them to keep them for when i needed to use them on the 28th. I really wish the pickers would pick longer freshness dates when picking.",,False,0
596359335,,https://www.walmart.com/ip/Wal-mart-Bakery-8-Ct-French-Steak-Rolls/596359335?utm_source=chatgpt.com,Anonymous,,neutral,0.5582,0.5,neutral,roberta,,"dough was crushed at the ""cut lines"" was barely cooked all the way. we're not cut in half. has ordered originally the larger bag that were cut to make sandwiches.",,False,0
